@relation WA_Fn-UseC_-Telco-Customer-Churn-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.instance.Randomize-S42_clustered

@attribute Instance_number numeric
@attribute gender {Female,Male}
@attribute SeniorCitizen numeric
@attribute Partner {Yes,No}
@attribute Dependents {No,Yes}
@attribute tenure numeric
@attribute PhoneService {No,Yes}
@attribute MultipleLines {'No phone service',No,Yes}
@attribute InternetService {DSL,'Fiber optic',No}
@attribute OnlineSecurity {No,Yes,'No internet service'}
@attribute OnlineBackup {Yes,No,'No internet service'}
@attribute DeviceProtection {No,Yes,'No internet service'}
@attribute TechSupport {No,Yes,'No internet service'}
@attribute StreamingTV {No,Yes,'No internet service'}
@attribute StreamingMovies {No,Yes,'No internet service'}
@attribute Contract {Month-to-month,'One year','Two year'}
@attribute PaperlessBilling {Yes,No}
@attribute PaymentMethod {'Electronic check','Mailed check','Bank transfer (automatic)','Credit card (automatic)'}
@attribute MonthlyCharges numeric
@attribute TotalCharges numeric
@attribute Churn {No,Yes}
@attribute Cluster {cluster0,cluster1}

@data
1977,Male,0,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,'Mailed check',54.4,114.1,Yes,cluster1
1978,Female,0,Yes,No,56,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Electronic check',24.3,1261.7,No,cluster0
1979,Female,0,No,No,3,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',70.25,229.7,No,cluster1
1980,Male,0,Yes,No,64,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,'Two year',Yes,'Bank transfer (automatic)',76.1,4818.8,No,cluster1
1981,Male,0,Yes,No,70,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',19.85,1433.8,No,cluster0
1982,Female,0,No,No,47,No,'No phone service',DSL,Yes,Yes,No,Yes,No,No,'One year',No,'Credit card (automatic)',39.65,1798.65,No,cluster1
1983,Female,0,Yes,No,72,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,Yes,'Two year',Yes,'Electronic check',97.85,6841.3,No,cluster1
1984,Male,0,Yes,No,5,Yes,Yes,'Fiber optic',No,Yes,No,Yes,No,No,Month-to-month,Yes,'Electronic check',85.4,401.1,Yes,cluster1
1985,Female,0,No,Yes,31,Yes,Yes,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Credit card (automatic)',86.55,2697.4,Yes,cluster1
1986,Female,0,No,No,3,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',19.95,58,No,cluster0
1987,Female,0,No,No,46,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,'Bank transfer (automatic)',44.95,2168.9,No,cluster1
1988,Male,0,Yes,Yes,30,Yes,Yes,'Fiber optic',Yes,Yes,No,No,Yes,No,Month-to-month,Yes,'Electronic check',94.4,2838.7,Yes,cluster1
1989,Female,0,Yes,Yes,40,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Mailed check',24.8,1024.7,No,cluster0
1990,Male,0,Yes,Yes,68,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',19.95,1377.7,No,cluster0
1991,Male,0,Yes,Yes,68,Yes,No,'Fiber optic',Yes,No,Yes,No,No,No,'Two year',No,'Credit card (automatic)',80.35,5375.15,No,cluster1
1992,Female,0,Yes,No,5,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,'Bank transfer (automatic)',67.95,350.3,Yes,cluster1
1993,Male,0,No,No,3,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',74.4,229.55,Yes,cluster1
1994,Male,0,No,No,5,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,'Electronic check',51.35,262.3,No,cluster1
1995,Female,0,No,No,65,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',84.85,5459.2,No,cluster1
1996,Male,0,No,No,24,Yes,No,'Fiber optic',No,Yes,Yes,No,No,Yes,Month-to-month,Yes,'Electronic check',89.55,2187.15,No,cluster1
1997,Female,0,Yes,Yes,40,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,'Mailed check',71.35,2847.2,No,cluster1
1998,Male,0,Yes,Yes,15,Yes,No,'Fiber optic',Yes,No,No,No,No,No,Month-to-month,No,'Mailed check',75.1,1151.55,No,cluster1
1999,Male,0,No,No,25,Yes,No,'Fiber optic',No,No,Yes,Yes,Yes,Yes,'Two year',No,'Bank transfer (automatic)',99.3,2513.5,No,cluster1
2000,Male,1,Yes,No,7,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,'Electronic check',64.2,475,No,cluster1
2001,Female,0,No,No,60,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',20.6,1093,No,cluster0
2002,Female,0,No,No,42,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,'Electronic check',49.55,2077.95,No,cluster1
2003,Female,0,No,No,11,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',100.75,1129.75,Yes,cluster1
2004,Male,1,No,No,39,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',95.65,3759.05,Yes,cluster1
2005,Female,0,No,No,6,Yes,No,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',89.5,573.3,Yes,cluster1
2006,Male,0,No,No,18,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,'Credit card (automatic)',55.2,1058.1,No,cluster1
2007,Male,0,No,No,14,No,'No phone service',DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,'Electronic check',55,771.95,No,cluster1
2008,Female,0,Yes,No,9,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,No,No,Month-to-month,No,'Bank transfer (automatic)',91.75,865.8,Yes,cluster1
2009,Female,0,No,No,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',20.95,20.95,Yes,cluster0
2010,Male,0,Yes,Yes,47,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',24.55,1160.45,No,cluster0
2011,Female,0,Yes,No,65,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,'Two year',No,'Bank transfer (automatic)',71,4386.2,No,cluster0
2012,Male,0,Yes,No,16,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',73.85,1284.2,Yes,cluster1
2013,Male,0,No,No,31,Yes,No,'Fiber optic',No,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',94.5,2979.2,No,cluster1
2014,Male,0,No,No,46,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,No,'One year',Yes,'Credit card (automatic)',94.9,4422.95,No,cluster1
2015,Female,0,Yes,No,69,Yes,Yes,'Fiber optic',No,Yes,Yes,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',85.4,5869.4,No,cluster1
2016,Female,1,No,No,15,Yes,Yes,'Fiber optic',No,Yes,No,No,No,Yes,Month-to-month,No,'Electronic check',89.85,1424.95,Yes,cluster1
2017,Female,0,No,No,3,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,'Electronic check',57.55,161.45,No,cluster1
2018,Male,0,No,No,67,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'Two year',No,'Credit card (automatic)',116.2,7752.3,Yes,cluster1
2019,Male,0,No,No,1,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',75.1,75.1,No,cluster1
2020,Female,0,No,No,4,Yes,Yes,'Fiber optic',No,Yes,No,No,No,No,Month-to-month,No,'Bank transfer (automatic)',77.95,305.55,Yes,cluster1
2021,Female,0,Yes,Yes,13,Yes,No,DSL,Yes,No,No,Yes,No,No,'One year',No,'Bank transfer (automatic)',54.15,701.05,No,cluster1
2022,Male,0,No,No,40,No,'No phone service',DSL,Yes,Yes,Yes,No,Yes,Yes,'One year',No,'Credit card (automatic)',62.05,2511.55,No,cluster1
2023,Female,1,Yes,No,68,Yes,No,DSL,No,Yes,Yes,Yes,No,No,'One year',Yes,'Bank transfer (automatic)',60.65,3975.9,No,cluster1
2024,Female,0,No,No,29,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Electronic check',25.15,702,No,cluster0
2025,Male,0,No,Yes,57,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Mailed check',19.6,1170.55,No,cluster0
2026,Male,0,No,Yes,1,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Mailed check',70.45,70.45,Yes,cluster1
2027,Male,0,No,No,49,Yes,Yes,DSL,No,No,No,Yes,Yes,No,'Two year',Yes,'Bank transfer (automatic)',66.15,3199,No,cluster1
2028,Female,0,Yes,Yes,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,'Mailed check',45.5,285.2,No,cluster1
2029,Female,0,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',84.8,6046.1,No,cluster1
2030,Male,0,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,'One year',No,'Credit card (automatic)',72.45,4653.85,Yes,cluster1
2031,Female,1,No,No,4,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',74.45,294.45,No,cluster1
2032,Female,0,Yes,No,71,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',80.45,5662.25,No,cluster1
2033,Male,0,No,No,46,No,'No phone service',DSL,Yes,No,Yes,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',60.75,2893.4,No,cluster1
2034,Male,0,No,No,18,No,'No phone service',DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,'Credit card (automatic)',33.5,600,Yes,cluster1
2035,Female,0,Yes,No,32,Yes,No,'Fiber optic',No,Yes,No,No,No,Yes,Month-to-month,No,'Bank transfer (automatic)',84.15,2585.95,Yes,cluster1
2036,Male,0,Yes,No,13,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',102.25,1359,Yes,cluster1
2037,Female,1,No,No,13,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',95.05,1290,Yes,cluster1
2038,Male,0,Yes,Yes,72,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Electronic check',20.35,1354.4,No,cluster0
2039,Female,0,Yes,Yes,23,Yes,No,'Fiber optic',No,No,Yes,No,No,No,Month-to-month,Yes,'Credit card (automatic)',75.3,1702.9,No,cluster1
2040,Male,1,Yes,No,46,No,'No phone service',DSL,No,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',59.9,2816.65,Yes,cluster1
2041,Female,0,Yes,Yes,4,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,'Mailed check',56.5,235.1,Yes,cluster1
2042,Male,0,Yes,Yes,25,Yes,No,'Fiber optic',No,No,No,Yes,Yes,No,Month-to-month,No,'Electronic check',85.9,2199.05,No,cluster1
2043,Male,0,No,Yes,38,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',99.25,3777.15,Yes,cluster1
2044,Female,0,Yes,No,63,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,'One year',Yes,'Electronic check',107.5,6873.75,Yes,cluster1
2045,Female,0,No,Yes,9,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',69.4,571.45,No,cluster1
2046,Female,0,No,No,22,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,'Electronic check',49.8,1049.05,No,cluster1
2047,Female,0,No,No,4,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,'Mailed check',60.4,272.15,Yes,cluster1
2048,Female,0,Yes,No,49,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Credit card (automatic)',20.7,1032.05,No,cluster0
2049,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,'Credit card (automatic)',43.95,43.95,No,cluster1
2050,Female,1,No,No,1,No,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,Yes,'Mailed check',25.7,25.7,Yes,cluster1
2051,Female,1,No,No,21,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',95.4,2025.1,No,cluster1
2052,Male,0,No,No,27,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Electronic check',19.4,529.8,No,cluster0
2053,Male,0,No,No,16,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,'Electronic check',55.3,875.35,No,cluster1
2054,Female,0,No,No,38,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Mailed check',20.05,678.2,No,cluster0
2055,Male,0,Yes,Yes,63,No,'No phone service',DSL,No,Yes,Yes,Yes,No,No,'Two year',No,'Bank transfer (automatic)',39.35,2395.05,No,cluster0
2056,Female,0,Yes,No,68,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',79.6,5515.8,No,cluster1
2057,Female,1,No,No,19,Yes,No,'Fiber optic',Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,'Mailed check',105,2007.25,No,cluster1
2058,Female,0,Yes,Yes,34,Yes,No,DSL,Yes,Yes,Yes,No,No,No,'One year',Yes,'Mailed check',60.8,2042.05,No,cluster1
2059,Female,0,No,No,2,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Bank transfer (automatic)',69.75,144.55,Yes,cluster1
2060,Male,0,Yes,Yes,67,Yes,Yes,'Fiber optic',Yes,Yes,No,Yes,No,No,'One year',No,'Electronic check',89.55,6038.55,No,cluster1
2061,Female,1,No,No,53,Yes,No,'Fiber optic',Yes,Yes,No,Yes,No,Yes,'One year',Yes,'Mailed check',96.75,5206.55,No,cluster1
2062,Male,1,Yes,No,7,Yes,No,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',89,605.45,No,cluster1
2063,Male,1,Yes,No,27,Yes,Yes,'Fiber optic',No,Yes,Yes,No,No,Yes,Month-to-month,Yes,'Electronic check',95.55,2510.2,Yes,cluster1
2064,Female,0,Yes,No,63,Yes,No,'Fiber optic',Yes,No,Yes,No,No,No,'One year',Yes,'Credit card (automatic)',81.15,5224.5,No,cluster1
2065,Female,1,Yes,Yes,12,No,'No phone service',DSL,No,No,No,Yes,No,No,Month-to-month,Yes,'Mailed check',29.3,355.9,No,cluster1
2066,Female,0,No,No,5,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',20.15,117.95,No,cluster0
2067,Male,0,No,No,21,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Credit card (automatic)',20.5,402.85,No,cluster0
2068,Male,1,Yes,No,12,Yes,No,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',80.45,950.2,Yes,cluster1
2069,Male,0,No,No,59,Yes,No,DSL,No,No,Yes,No,No,Yes,'One year',Yes,'Bank transfer (automatic)',61.35,3645.5,No,cluster1
2070,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,'Two year',No,'Credit card (automatic)',79.55,5810.9,No,cluster0
2071,Female,0,No,No,40,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,'Mailed check',65.1,2586,No,cluster1
2072,Female,0,Yes,No,6,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,'Electronic check',50.35,314.55,No,cluster1
2073,Male,0,Yes,Yes,59,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,Yes,'Two year',Yes,'Credit card (automatic)',99.5,5861.75,No,cluster1
2074,Male,0,Yes,Yes,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Electronic check',84.1,5979.7,No,cluster1
2075,Male,0,No,No,22,Yes,No,'Fiber optic',No,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Mailed check',93.2,2157.3,No,cluster1
2076,Female,1,No,No,36,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',74.9,2659.45,No,cluster1
2077,Male,0,Yes,No,61,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',105.55,6281.45,Yes,cluster1
2078,Female,0,No,Yes,24,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Bank transfer (automatic)',21.05,531.55,No,cluster0
2079,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',45.15,98.5,Yes,cluster1
2080,Female,0,Yes,No,25,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',Yes,'Mailed check',26.8,733.55,No,cluster0
2081,Male,0,Yes,Yes,22,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Mailed check',19.95,433.5,No,cluster0
2082,Female,0,No,No,8,Yes,No,DSL,Yes,Yes,No,Yes,No,No,'One year',No,'Bank transfer (automatic)',58.2,469.25,No,cluster1
2083,Female,0,Yes,Yes,64,Yes,Yes,'Fiber optic',No,Yes,Yes,No,No,Yes,'One year',Yes,'Electronic check',92.85,5980.75,No,cluster1
2084,Female,1,No,No,1,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',69.25,69.25,Yes,cluster1
2085,Male,0,No,No,28,Yes,No,'Fiber optic',No,No,Yes,Yes,No,Yes,Month-to-month,No,'Electronic check',91,2626.15,No,cluster1
2086,Female,0,No,No,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',19.9,19.9,Yes,cluster0
2087,Male,0,Yes,No,47,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',19.65,973.1,No,cluster0
2088,Male,0,No,No,17,Yes,Yes,'Fiber optic',No,No,Yes,Yes,No,No,'One year',No,'Electronic check',86.75,1410.25,No,cluster1
2089,Male,0,Yes,Yes,45,Yes,Yes,'Fiber optic',No,Yes,Yes,No,No,Yes,'One year',Yes,'Credit card (automatic)',95,4368.85,No,cluster1
2090,Female,0,Yes,Yes,72,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Electronic check',115.5,8425.15,No,cluster1
2091,Male,1,Yes,No,32,Yes,No,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Credit card (automatic)',80.3,2483.05,Yes,cluster1
2092,Male,0,Yes,No,15,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',68.6,1108.6,No,cluster1
2093,Male,1,Yes,No,57,Yes,No,'Fiber optic',No,Yes,Yes,No,Yes,No,'One year',Yes,'Electronic check',90.65,5199.8,No,cluster1
2094,Female,0,Yes,Yes,21,No,'No phone service',DSL,Yes,No,Yes,No,Yes,Yes,'One year',Yes,'Electronic check',55.95,1157.05,Yes,cluster1
2095,Female,1,No,No,1,Yes,No,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,No,'Electronic check',78.45,78.45,Yes,cluster1
2096,Male,0,Yes,Yes,61,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Mailed check',20.4,1226.45,No,cluster0
2097,Female,0,No,No,59,Yes,Yes,'Fiber optic',No,Yes,Yes,No,No,No,Month-to-month,Yes,'Electronic check',83.25,4949.1,No,cluster1
2098,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Mailed check',45.55,45.55,No,cluster1
2099,Female,0,No,No,2,No,'No phone service',DSL,No,No,No,Yes,No,No,Month-to-month,Yes,'Electronic check',30.9,59.05,Yes,cluster1
2100,Female,0,Yes,Yes,14,Yes,Yes,'Fiber optic',No,Yes,No,No,No,Yes,Month-to-month,Yes,'Bank transfer (automatic)',90.9,1259,Yes,cluster1
2101,Male,0,Yes,Yes,50,Yes,Yes,'Fiber optic',No,Yes,No,Yes,Yes,Yes,Month-to-month,No,'Electronic check',103.7,5071.05,Yes,cluster1
2102,Male,0,Yes,Yes,42,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Mailed check',20.25,854.9,No,cluster0
2103,Female,0,No,No,6,No,'No phone service',DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,'Credit card (automatic)',50.95,307.6,No,cluster1
2104,Male,0,Yes,Yes,26,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',Yes,'Bank transfer (automatic)',20.05,505.9,No,cluster0
2105,Male,0,No,No,24,Yes,Yes,'Fiber optic',No,Yes,No,No,No,No,Month-to-month,Yes,'Electronic check',80.25,1861.5,Yes,cluster1
2106,Male,0,No,No,4,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,'Bank transfer (automatic)',63.75,226.2,No,cluster1
2107,Male,0,Yes,Yes,3,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,'Mailed check',56.15,168.15,Yes,cluster1
2108,Female,1,Yes,No,66,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',100.8,6690.75,No,cluster1
2109,Male,0,No,No,36,Yes,Yes,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',84.9,3067.2,Yes,cluster1
2110,Female,0,No,Yes,4,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',Yes,'Mailed check',20.4,84.75,No,cluster0
2111,Male,0,No,No,16,No,'No phone service',DSL,Yes,Yes,Yes,Yes,Yes,No,'Two year',No,'Mailed check',54.85,916.15,No,cluster0
2112,Male,0,No,No,7,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',69.55,521.35,No,cluster1
2113,Female,0,Yes,No,25,Yes,Yes,'Fiber optic',No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',104.95,2566.5,Yes,cluster1
2114,Male,0,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',45.9,199.75,No,cluster1
2115,Female,0,No,Yes,16,Yes,No,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',81,1312.15,Yes,cluster1
2116,Female,0,No,No,48,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Bank transfer (automatic)',24.35,1133.7,No,cluster0
2117,Male,1,No,No,55,Yes,Yes,'Fiber optic',Yes,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',98.8,5617.75,Yes,cluster1
2118,Female,0,Yes,No,72,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',113.65,8182.75,No,cluster1
2119,Male,0,No,No,1,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',69.9,69.9,Yes,cluster1
2120,Female,1,No,No,52,No,'No phone service',DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,'Electronic check',50.5,2566.3,No,cluster1
2121,Female,0,No,No,17,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Credit card (automatic)',20.05,337.9,No,cluster0
2122,Female,0,No,No,14,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,'Electronic check',69.65,921.4,No,cluster1
2123,Male,1,Yes,Yes,43,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',110.75,4687.9,Yes,cluster1
2124,Female,1,Yes,No,12,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,'One year',Yes,'Electronic check',79.2,943.85,No,cluster1
2125,Male,0,No,No,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',20,20,No,cluster0
2126,Male,0,Yes,Yes,72,Yes,No,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'Two year',No,'Bank transfer (automatic)',111.95,8033.1,No,cluster0
2127,Female,0,Yes,Yes,11,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',20.9,202.3,No,cluster0
2128,Male,0,Yes,No,63,Yes,Yes,'Fiber optic',Yes,No,No,Yes,No,No,'Two year',Yes,'Credit card (automatic)',84.65,5377.8,No,cluster1
2129,Male,1,No,No,1,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',69.65,69.65,Yes,cluster1
2130,Male,0,No,No,22,Yes,No,DSL,No,Yes,No,Yes,No,No,'One year',Yes,'Credit card (automatic)',55.15,1193.05,Yes,cluster1
